name,subname,index,time,pc_time,original_pos_left,original_ori_left,original_pos_right,original_ori_right,grasp_pos_left,grasp_pos_right,left_gripper,right_gripper,garment_type
robot_selected_item2_resize,towel_red_53,90,1724963765358777466,1724963763351841843,"{'x': -0.25762836414527457, 'y': -1.256015145378945, 'z': -0.5910002473958259}","{'x': 0.42539786267377155, 'y': 0.38805577182135903, 'z': -0.27378775182477805, 'w': 0.7703827901371175}","{'x': 0.3338846421860246, 'y': -1.0885764864450258, 'z': -0.5022366995006488}","{'x': -0.3575102158263135, 'y': 0.5252245404276082, 'z': -0.4241451339323058, 'w': -0.645311190879235}","{'x': -0.25762836414527457, 'y': -1.256015145378945, 'z': -0.5910002473958259}","{'x': 0.3338846421860246, 'y': -1.0885764864450258, 'z': -0.5022366995006488}",1,0,towel
robot_selected_item2_resize,towel_red_33,31,1724958815822982708,1724958813413988063,"{'x': -0.14241145532041405, 'y': -1.0936598847105399, 'z': -0.6775644723082753}","{'x': 0.574145323352487, 'y': 0.2947598283968825, 'z': 0.24427985532900282, 'w': 0.7237410749130866}","{'x': -0.055231847815417234, 'y': -0.8432343097723514, 'z': -0.6613746266446856}","{'x': 0.4796958694816707, 'y': 0.3682993873551018, 'z': -0.4811996176487252, 'w': 0.6345820372897432}","{'x': -0.14241145532041405, 'y': -1.0936598847105399, 'z': -0.6775644723082753}","{'x': -0.055231847815417234, 'y': -0.8432343097723514, 'z': -0.6613746266446856}",1,0,towel
robot_towel_resize,towel_red_5,43,1722118439835531508,1722118437233001940,"{'x': -0.015091492674449425, 'y': -1.0605866116150164, 'z': -0.6613888587278716}","{'x': -0.3968006599336664, 'y': 0.6315628976723293, 'z': -0.6325188612616658, 'w': 0.20879998253875243}","{'x': 0.0057799044815986245, 'y': -0.812650046566407, 'z': -0.6907653186286716}","{'x': 0.054320947507768225, 'y': 0.6062887947401974, 'z': -0.7613300364226783, 'w': -0.22324808549006792}","{'x': -0.015091492674449425, 'y': -1.0605866116150164, 'z': -0.6613888587278716}","{'x': 0.0057799044815986245, 'y': -0.812650046566407, 'z': -0.6907653186286716}",1,0,towel
robot_selected_item2_resize,towel_red_24,125,1724884475063311466,1724884472664603224,"{'x': 0.057402195549075635, 'y': -1.2458849709266016, 'z': -0.8545417843058544}","{'x': -0.31701272435529704, 'y': 0.6727506760543831, 'z': -0.6656937055479069, 'w': 0.06132985291927273}","{'x': 0.21891633052608017, 'y': -0.7804115348761334, 'z': -0.7343742952558882}","{'x': -0.59707166250082, 'y': 0.2961029618169506, 'z': -0.26575866038850565, 'w': -0.6965635651326038}","{'x': 0.057402195549075635, 'y': -1.2458849709266016, 'z': -0.8545417843058544}","{'x': 0.21891633052608017, 'y': -0.7804115348761334, 'z': -0.7343742952558882}",1,0,towel
robot_selected_item2_resize,towel_red_29,27,1724884925245387813,1724884922748867380,"{'x': -0.09443424069933526, 'y': -1.2246610526056694, 'z': -0.7010641616958286}","{'x': 0.46885103199246014, 'y': 0.4812368896214066, 'z': -0.015208864834748481, 'w': 0.7405122931441163}","{'x': -0.025394866980022107, 'y': -0.7702411239255349, 'z': -0.8015411252904077}","{'x': -0.668058580717422, 'y': 0.2706183395884355, 'z': -0.07885552306336241, 'w': -0.6886546692578405}","{'x': -0.09443424069933526, 'y': -1.2246610526056694, 'z': -0.7010641616958286}","{'x': -0.025394866980022107, 'y': -0.7702411239255349, 'z': -0.8015411252904077}",1,0,towel
robot_towel_resize,towel_pink_9,149,1723311336222868599,1723311333215450052,"{'x': -0.2939517044827311, 'y': -1.2568881125588316, 'z': -0.56998784685026}","{'x': 0.3031197633712692, 'y': 0.525545940448209, 'z': -0.31227325136573014, 'w': 0.7310302934992701}","{'x': 0.43296819840178236, 'y': -1.0784445336807382, 'z': -0.5429022528133087}","{'x': 0.2985345156453941, 'y': 0.4850824784973567, 'z': -0.5911643910103143, 'w': 0.5710488550243624}","{'x': -0.2939517044827311, 'y': -1.2568881125588316, 'z': -0.56998784685026}","{'x': 0.43296819840178236, 'y': -1.0784445336807382, 'z': -0.5429022528133087}",1,0,towel
robot_selected_item2_resize,towel_red_58,112,1724964100495363670,1724964098296130014,"{'x': -0.16655567739206656, 'y': -1.138861519852703, 'z': -0.5521584741795784}","{'x': 0.3970906058670696, 'y': 0.23068898446832406, 'z': -0.31053752111689503, 'w': 0.832266838913861}","{'x': 0.3527581341900179, 'y': -1.2632919679039074, 'z': -0.5635813945374532}","{'x': -0.43363661644752444, 'y': 0.5387962329776724, 'z': -0.40973075440988604, 'w': -0.5947929161445334}","{'x': -0.16655567739206656, 'y': -1.138861519852703, 'z': -0.5521584741795784}","{'x': 0.3527581341900179, 'y': -1.2632919679039074, 'z': -0.5635813945374532}",0,1,towel
robot_towel_resize,towel_pink_10,78,1723311403042053665,1723311400044386161,"{'x': 0.1290022093087874, 'y': -0.7470561650480838, 'z': -0.6892146964623957}","{'x': -0.5689142684237857, 'y': 0.22985780778493048, 'z': -0.7285104506823185, 'w': -0.30458901265603816}","{'x': 0.09978649025423925, 'y': -1.013359684305096, 'z': -0.7031193281895259}","{'x': -0.8149009582779976, 'y': -0.12285119328190736, 'z': 0.5536026910038898, 'w': 0.11986689709867507}","{'x': 0.1290022093087874, 'y': -0.7470561650480838, 'z': -0.6892146964623957}","{'x': 0.09978649025423925, 'y': -1.013359684305096, 'z': -0.7031193281895259}",0,1,towel
robot_towel_resize,towel_red_10,68,1723319735107757185,1723319732300526029,"{'x': -0.011624915949858705, 'y': -0.8095983363700928, 'z': -0.6860859280906846}","{'x': -0.4761592171083078, 'y': 0.46032081258455, 'z': -0.6419025266894218, 'w': -0.3864431338425347}","{'x': -0.0029115345298468542, 'y': -1.068554299536452, 'z': -0.7388825077937832}","{'x': 0.231155936411901, 'y': 0.5762284923005992, 'z': -0.7247921391905685, 'w': -0.29867040812587203}","{'x': -0.011624915949858705, 'y': -0.8095983363700928, 'z': -0.6860859280906846}","{'x': -0.0029115345298468542, 'y': -1.068554299536452, 'z': -0.7388825077937832}",0,1,towel
robot_selected_item2_resize,towel_red_36,23,1724959433064920918,1724959430654403079,"{'x': -0.144279688967064, 'y': -0.9413412312821802, 'z': -0.7106933815411476}","{'x': 0.531006601679349, 'y': 0.5885183177076172, 'z': 0.13718691604124617, 'w': 0.5940184582676177}","{'x': -0.12346350765306419, 'y': -0.7710198645069429, 'z': -0.7303183396517703}","{'x': -0.5507172726182537, 'y': 0.3356172356343414, 'z': 0.1753100867527037, 'w': -0.7438668767110381}","{'x': -0.144279688967064, 'y': -0.9413412312821802, 'z': -0.7106933815411476}","{'x': -0.12346350765306419, 'y': -0.7710198645069429, 'z': -0.7303183396517703}",1,0,towel
robot_towel_resize,towel_blue_9,60,1723311793683986547,1723311790996829123,"{'x': -0.0031743023087904, 'y': -0.7644011427885856, 'z': -0.7416404923920449}","{'x': -0.6467847954473452, 'y': 0.1847274127217432, 'z': -0.5647359658876157, 'w': -0.47814066988727105}","{'x': 0.04069415556262826, 'y': -1.0419172875739722, 'z': -0.7702788296474039}","{'x': 0.41750984851828954, 'y': 0.5365796133116165, 'z': -0.7268971988467116, 'w': -0.0968932777719661}","{'x': -0.0031743023087904, 'y': -0.7644011427885856, 'z': -0.7416404923920449}","{'x': 0.04069415556262826, 'y': -1.0419172875739722, 'z': -0.7702788296474039}",0,1,towel
robot_towel_resize,towel_red_9,37,1723319635457200405,1723319631649167982,"{'x': -0.07013689169377593, 'y': -1.137079254020037, 'z': -0.6834656199864372}","{'x': 0.5368984338388615, 'y': 0.2869331933166813, 'z': 0.14423413365268994, 'w': 0.7801319946034309}","{'x': -0.024237000211689896, 'y': -0.8272736139462915, 'z': -0.7640504381603924}","{'x': 0.18418064070899193, 'y': 0.6985237990095463, 'z': -0.6827277981297724, 'w': 0.10965740953610315}","{'x': -0.07013689169377593, 'y': -1.137079254020037, 'z': -0.6834656199864372}","{'x': -0.024237000211689896, 'y': -0.8272736139462915, 'z': -0.7640504381603924}",1,0,towel
robot_towel_resize,towel_pink_9,176,1723311342818939829,1723311340613274820,"{'x': -0.21501342987348718, 'y': -1.1842661952333715, 'z': -0.5390412094082276}","{'x': 0.22002923432560392, 'y': 0.46830764298792676, 'z': -0.45058009732604226, 'w': 0.7274975350163293}","{'x': 0.3267484063955974, 'y': -1.2534374848446141, 'z': -0.48744033356916683}","{'x': 0.6228662615899531, 'y': 0.28288914894212036, 'z': -0.6805935718550638, 'w': 0.26230466929379104}","{'x': -0.21501342987348718, 'y': -1.1842661952333715, 'z': -0.5390412094082276}","{'x': 0.3267484063955974, 'y': -1.2534374848446141, 'z': -0.48744033356916683}",0,1,towel
robot_towel_resize,towel_red_10,121,1723319749508047290,1723319746708541558,"{'x': -0.12753732929611333, 'y': -1.2508731792209309, 'z': -0.488821868810498}","{'x': 0.430297236944738, 'y': 0.33946199069475186, 'z': -0.2314221500776027, 'w': 0.8037746159246009}","{'x': 0.2976772887875915, 'y': -1.123252730785961, 'z': -0.5645327036361071}","{'x': 0.1660081300509503, 'y': 0.5520399864214802, 'z': -0.7138852472533581, 'w': 0.3975688718986568}","{'x': -0.12753732929611333, 'y': -1.2508731792209309, 'z': -0.488821868810498}","{'x': 0.2976772887875915, 'y': -1.123252730785961, 'z': -0.5645327036361071}",1,0,towel
robot_selected_item2_resize,towel_red_33,98,1724958833417871045,1724958831324433954,"{'x': -0.2296050074739577, 'y': -1.1192618605578368, 'z': -0.5440478527601023}","{'x': 0.39142713000444973, 'y': 0.28798623319194966, 'z': -0.12701163319507963, 'w': 0.8647061792432791}","{'x': 0.3565089698237086, 'y': -1.2628088724395639, 'z': -0.7345882580807269}","{'x': -0.5876798414372004, 'y': 0.4597032052699014, 'z': -0.41671606677726303, 'w': -0.5192813175174064}","{'x': -0.2296050074739577, 'y': -1.1192618605578368, 'z': -0.5440478527601023}","{'x': 0.3565089698237086, 'y': -1.2628088724395639, 'z': -0.7345882580807269}",0,1,towel
robot_towel_resize,towel_red_10,39,1723319727309798340,1723319724902860065,"{'x': -0.11816865071789895, 'y': -1.1676573026975243, 'z': -0.7405089987788337}","{'x': -0.6119622184975192, 'y': -0.006030625797854516, 'z': -0.4285489728868083, 'w': -0.6646891397651556}","{'x': -0.03871843408943271, 'y': -0.8087360158599675, 'z': -0.752577635308914}","{'x': -0.09249828899338769, 'y': 0.7177962597031116, 'z': -0.672665976468465, 'w': -0.1540554451853144}","{'x': -0.11816865071789895, 'y': -1.1676573026975243, 'z': -0.7405089987788337}","{'x': -0.03871843408943271, 'y': -0.8087360158599675, 'z': -0.752577635308914}",1,0,towel
robot_selected_item2_resize,towel_red_34,123,1724958914377255495,1724958912578388979,"{'x': 0.10914794794887919, 'y': -1.2287366574746474, 'z': -0.8870926782776347}","{'x': 0.5616949282262993, 'y': 0.5029859855359294, 'z': -0.07124396618394585, 'w': 0.6530147036948579}","{'x': 0.4740656628031171, 'y': -1.0763552736630648, 'z': -0.6517596549557114}","{'x': -0.5010735948022695, 'y': 0.527818275164076, 'z': -0.43071585767857457, 'w': -0.533682462648868}","{'x': 0.10914794794887919, 'y': -1.2287366574746474, 'z': -0.8870926782776347}","{'x': 0.4740656628031171, 'y': -1.0763552736630648, 'z': -0.6517596549557114}",1,0,towel
robot_towel_resize,towel_pink_5,78,1722119961244961403,1722119959037163938,"{'x': -0.016126464236184496, 'y': -0.7053174164779101, 'z': -0.8469302658806055}","{'x': -0.696641887676952, 'y': -0.2363930192617436, 'z': -0.33773693664281024, 'w': -0.587147496294875}","{'x': 0.058153073681105394, 'y': -0.93085952955806, 'z': -0.8109518468052209}","{'x': -0.6745715592687455, 'y': 0.34538182987039456, 'z': 0.006071466900326228, 'w': -0.6524015177103664}","{'x': -0.016126464236184496, 'y': -0.7053174164779101, 'z': -0.8469302658806055}","{'x': 0.058153073681105394, 'y': -0.93085952955806, 'z': -0.8109518468052209}",0,1,towel
robot_towel_resize,towel_blue_1,333,1722119019392823700,1722119017395094842,"{'x': -0.28220216438488094, 'y': -1.1545134700833266, 'z': -0.5107956696632838}","{'x': -0.3414162174753025, 'y': 0.6201883622969921, 'z': -0.6829521187952694, 'w': -0.17993822592568803}","{'x': 0.049033001046173835, 'y': -1.2561275157886964, 'z': -0.5164166419190582}","{'x': -0.5860958341999233, 'y': 0.3106041597885373, 'z': -0.2655175717212064, 'w': -0.6996550208229959}","{'x': -0.28220216438488094, 'y': -1.1545134700833266, 'z': -0.5107956696632838}","{'x': 0.049033001046173835, 'y': -1.2561275157886964, 'z': -0.5164166419190582}",0,1,towel
robot_selected_item2_resize,towel_red_41,131,1724960395834439637,1724960393835428127,"{'x': 0.09808680773397185, 'y': -1.2125980175319067, 'z': -0.5880038350756782}","{'x': 0.5238480991422824, 'y': 0.2950272012372495, 'z': -0.09957807058009349, 'w': 0.7928595887133352}","{'x': 0.5663392179857609, 'y': -1.0863593906435522, 'z': -0.4538042434977074}","{'x': -0.32941604665808566, 'y': 0.6245904771689106, 'z': -0.5424310528141782, 'w': -0.45512674825478305}","{'x': 0.09808680773397185, 'y': -1.2125980175319067, 'z': -0.5880038350756782}","{'x': 0.5663392179857609, 'y': -1.0863593906435522, 'z': -0.4538042434977074}",1,0,towel
robot_towel_resize,towel_pink_3,194,1722119730942722376,1722119728545428325,"{'x': -0.1116426591967283, 'y': -1.2592440720676705, 'z': -0.9550413151716673}","{'x': 0.626127877029919, 'y': 0.49910080283461766, 'z': -0.1404007703322366, 'w': 0.5823657732954104}","{'x': 0.22472888129506557, 'y': -0.9978545972072087, 'z': -0.8035239064422286}","{'x': -0.710033997706912, 'y': 0.2685008014992176, 'z': -0.12490365041013352, 'w': -0.638872537998654}","{'x': -0.1116426591967283, 'y': -1.2592440720676705, 'z': -0.9550413151716673}","{'x': 0.22472888129506557, 'y': -0.9978545972072087, 'z': -0.8035239064422286}",1,0,towel
robot_towel_resize,towel_red_1,142,1722117856779229404,1722117854384502023,"{'x': -0.17122514889435295, 'y': -1.2500305301230177, 'z': -0.9908110109953769}","{'x': -0.5861681214178792, 'y': 0.6681581617026173, 'z': -0.4168697201904733, 'w': -0.19023995577146738}","{'x': 0.2057040848774325, 'y': -1.0938057852784908, 'z': -0.6278607588407505}","{'x': 0.346819095760398, 'y': 0.5714439126514724, 'z': -0.7218644957034142, 'w': 0.17910895944193228}","{'x': -0.17122514889435295, 'y': -1.2500305301230177, 'z': -0.9908110109953769}","{'x': 0.2057040848774325, 'y': -1.0938057852784908, 'z': -0.6278607588407505}",1,0,towel
robot_selected_item_resize,towel_red_13,72,1724683420959077717,1724683418549830304,"{'x': -0.23581794708252926, 'y': -0.7323915753917509, 'z': -0.7870113485109689}","{'x': 0.6943243225981287, 'y': 0.38465429636446574, 'z': 0.14148331652955565, 'w': 0.5915549665760612}","{'x': -0.08955013831268754, 'y': -1.2095990675419936, 'z': -0.705207519751049}","{'x': -0.6833051274604829, 'y': 0.16105104217788807, 'z': -0.011778957584084315, 'w': -0.7120519087523478}","{'x': -0.23581794708252926, 'y': -0.7323915753917509, 'z': -0.7870113485109689}","{'x': -0.08955013831268754, 'y': -1.2095990675419936, 'z': -0.705207519751049}",0,1,towel
robot_towel_resize,towel_blue_5,301,1722119436570994972,1722119433757201217,"{'x': -0.004907665063604211, 'y': -1.197687018358867, 'z': -0.5458283365273441}","{'x': -0.6600099203223851, 'y': 0.33268281753020174, 'z': -0.6363379489141678, 'w': -0.22086888139327204}","{'x': 0.616087378909014, 'y': -1.1963720093763162, 'z': -0.5570149001814114}","{'x': -0.3721005648333344, 'y': 0.6911941070138597, 'z': -0.5048974987449218, 'w': -0.35898522510146313}","{'x': -0.004907665063604211, 'y': -1.197687018358867, 'z': -0.5458283365273441}","{'x': 0.616087378909014, 'y': -1.1963720093763162, 'z': -0.5570149001814114}",1,0,towel
robot_towel_resize,towel_red_6,57,1723319093139005686,1723319090122348262,"{'x': 0.012974483018886512, 'y': -0.8456216523040294, 'z': -0.7098749475294244}","{'x': -0.5547735742399227, 'y': 0.2753262350006068, 'z': -0.6735652123207533, 'w': -0.403400112043552}","{'x': 0.06120122379135462, 'y': -1.1055682148246826, 'z': -0.7465866747186051}","{'x': 0.5459424034516583, 'y': 0.5150726897648974, 'z': -0.6569743766372249, 'w': 0.07093436976466572}","{'x': 0.012974483018886512, 'y': -0.8456216523040294, 'z': -0.7098749475294244}","{'x': 0.06120122379135462, 'y': -1.1055682148246826, 'z': -0.7465866747186051}",0,1,towel
robot_selected_item2_resize,towel_red_25,78,1724884568901908987,1724884566104399373,"{'x': 0.1744070956506303, 'y': -0.5861220382133678, 'z': -0.8774769952781561}","{'x': 0.7106061973669867, 'y': 0.4080965116551418, 'z': 0.14596689788843648, 'w': 0.5542469974292713}","{'x': 0.20535761982944867, 'y': -1.1179623111125732, 'z': -0.7914190587037244}","{'x': -0.5774319913337477, 'y': 0.5596350155561031, 'z': -0.29871980388381236, 'w': -0.513952744438124}","{'x': 0.1744070956506303, 'y': -0.5861220382133678, 'z': -0.8774769952781561}","{'x': 0.20535761982944867, 'y': -1.1179623111125732, 'z': -0.7914190587037244}",0,1,towel
robot_selected_item2_resize,towel_red_22,38,1724884204959683741,1724884203138083121,"{'x': -0.21578994480658134, 'y': -1.0434076201003462, 'z': -0.840470956350808}","{'x': 0.6005086004334435, 'y': 0.3791363840100328, 'z': -0.007087432585100362, 'w': 0.7039849369301985}","{'x': -0.13541888184608186, 'y': -0.8537430063207168, 'z': -0.8443593842035463}","{'x': -0.6800776525051411, 'y': 0.33219259991850814, 'z': -0.09858565034935013, 'w': -0.6460830694792072}","{'x': -0.21578994480658134, 'y': -1.0434076201003462, 'z': -0.840470956350808}","{'x': -0.13541888184608186, 'y': -0.8537430063207168, 'z': -0.8443593842035463}",1,0,towel
robot_towel_resize,towel_blue_7,101,1723311650639457420,1723311648345739046,"{'x': -0.11085005496196687, 'y': -1.2541975216781578, 'z': -0.49551869448276564}","{'x': -0.4759396864861968, 'y': 0.35160741182893424, 'z': -0.7265142915979275, 'w': -0.34932882342907323}","{'x': 0.31841722185492444, 'y': -1.090069373353426, 'z': -0.48994704186625054}","{'x': 0.29166275835752586, 'y': 0.5152821127324988, 'z': -0.6907346987310921, 'w': 0.4150936709395595}","{'x': -0.11085005496196687, 'y': -1.2541975216781578, 'z': -0.49551869448276564}","{'x': 0.31841722185492444, 'y': -1.090069373353426, 'z': -0.48994704186625054}",1,0,towel
robot_selected_item2_resize,towel_red_21,72,1724884135326938587,1724884133117383401,"{'x': 0.0378287109600812, 'y': -0.8124294168237154, 'z': -0.8439661693387567}","{'x': 0.5293322774533263, 'y': 0.4810675329239424, 'z': -0.07220150915957135, 'w': 0.6951030937117361}","{'x': 0.06082103296715358, 'y': -1.0200430566379484, 'z': -0.8161414058369744}","{'x': -0.39215885359887176, 'y': 0.6868230411870911, 'z': -0.3151401706667946, 'w': -0.5245686003475973}","{'x': 0.0378287109600812, 'y': -0.8124294168237154, 'z': -0.8439661693387567}","{'x': 0.06082103296715358, 'y': -1.0200430566379484, 'z': -0.8161414058369744}",0,1,towel
robot_towel_resize,towel_pink_4,144,1722119860167919790,1722119857776542642,"{'x': -0.006216756805004803, 'y': -0.5316781063693886, 'z': -0.9324278391688942}","{'x': 0.7851994516018252, 'y': 0.37131696135438064, 'z': 0.13795104874142403, 'w': 0.4759779864299227}","{'x': -0.011318968620442849, 'y': -0.7644814131170294, 'z': -0.9242793454817833}","{'x': -0.7681435640833778, 'y': 0.29279114326062405, 'z': 0.07590301617052503, 'w': -0.5643292864291548}","{'x': -0.006216756805004803, 'y': -0.5316781063693886, 'z': -0.9324278391688942}","{'x': -0.011318968620442849, 'y': -0.7644814131170294, 'z': -0.9242793454817833}",0,1,towel
robot_selected_item2_resize,towel_red_41,148,1724960400428998952,1724960398433829072,"{'x': -0.18743011800766915, 'y': -1.0685556280449215, 'z': -0.5246046390655216}","{'x': 0.39607197674912736, 'y': 0.24708378111394724, 'z': -0.2565860606479554, 'w': 0.8463097469754426}","{'x': 0.345482851697777, 'y': -1.2656577732364656, 'z': -0.5172162567871011}","{'x': -0.39236000361852086, 'y': 0.5738200092151577, 'z': -0.36628583120002844, 'w': -0.6185619730042373}","{'x': -0.18743011800766915, 'y': -1.0685556280449215, 'z': -0.5246046390655216}","{'x': 0.345482851697777, 'y': -1.2656577732364656, 'z': -0.5172162567871011}",0,1,towel
robot_selected_item2_resize,towel_red_35,135,1724959392433349029,1724959390031912743,"{'x': -0.24214079261226512, 'y': -1.2524734939890245, 'z': -0.5586362706157388}","{'x': 0.29384130915298967, 'y': 0.5466502303194982, 'z': -0.23337317938359886, 'w': 0.7485771636052543}","{'x': 0.35963165298462385, 'y': -1.1305917656140918, 'z': -0.5249733650620386}","{'x': -0.4277395059977456, 'y': 0.5252305249534645, 'z': -0.4032803572698148, 'w': -0.6152534145425309}","{'x': -0.24214079261226512, 'y': -1.2524734939890245, 'z': -0.5586362706157388}","{'x': 0.35963165298462385, 'y': -1.1305917656140918, 'z': -0.5249733650620386}",1,0,towel
