name,subname,index,time,pc_time,original_pos_left,original_ori_left,original_pos_right,original_ori_right,grasp_pos_left,grasp_pos_right,left_gripper,right_gripper
xie_checked_process,lstshirt_white,401,1717608741490359473,1717608740954106281,"{'x': 0.2608877830207348, 'y': -1.1362755298614502, 'z': -0.5261431485414505}","{'x': 0.39116995944892535, 'y': 0.2438595947227483, 'z': -0.7482821390891872, 'w': 0.47706645365870504}","{'x': 0.5176201276481152, 'y': -1.1235215663909912, 'z': -0.5019988268613815}","{'x': -0.7088185029631274, 'y': -0.4824808872284244, 'z': 0.5135890799688126, 'w': 0.03185561572426314}","[0.2473564448040823, -1.234874391648559, -0.49580888836663844]","[0.4648635396311508, -1.2037857781511245, -0.5419913102968069]",1,1
xie_checked_process,lstshirt_white,487,1717608747328650879,1717608746793330105,"{'x': -0.18175483494997025, 'y': -1.0954092741012573, 'z': -0.38156214356422424}","{'x': -0.36389088494640737, 'y': 0.32560113552162623, 'z': -0.8291998132153884, 'w': 0.2720202091086491}","{'x': 0.11845217645168304, 'y': -1.0947208404541016, 'z': -0.7444397211074829}","{'x': -0.6040499799913979, 'y': -0.25446837629290564, 'z': 0.6480010844833445, 'w': 0.3878969729807821}",,"[0.01854780211011152, -1.1229233628462882, -0.7374587671513706]",0,1
xie_checked_process,lstshirt_white,549,1717608751619112130,1717608751019402856,"{'x': -0.10409660637378693, 'y': -1.0290389657020569, 'z': -0.8416893035173416}","{'x': -0.37209814573295996, 'y': 0.3859284928849947, 'z': -0.6635841329590446, 'w': 0.5217837356669931}","{'x': 0.341539591550827, 'y': -1.0409026741981506, 'z': -0.8214200884103775}","{'x': -0.49921804242986884, 'y': -0.471886263801336, 'z': 0.6223522038643411, 'w': 0.3752098539395032}","[-0.012120009823064395, -1.074926902786991, -0.8255771057456304]","[0.25559150693310767, -1.0974502445717476, -0.8369216701163994]",1,1
xie_checked_process,napkin_brown45,71,1717606648779514634,1717606648239114145,"{'x': -0.13425426930189133, 'y': -0.4019242525100708, 'z': -0.8213037699460983}","{'x': -0.3153699399029624, 'y': 0.7160892657856018, 'z': -0.5460222578116606, 'w': 0.2993620857865873}","{'x': 0.30269552022218704, 'y': -0.6067784428596497, 'z': -0.7150383442640305}","{'x': -0.04872119639520289, 'y': -0.9058123551272986, 'z': 0.2937088328794843, 'w': 0.301438789489886}",,"[0.2698391990340756, -0.637814950592842, -0.8087517229551819]",0,1
xie_checked_process,napkin_brown45,154,1717606654883947222,1717606654339935287,"{'x': -0.08947750926017761, 'y': -1.1663269996643066, 'z': -0.9639646708965302}","{'x': -0.17268328908065486, 'y': 0.61394430872192, 'z': -0.7554006046776527, 'w': 0.15040875610444884}","{'x': 0.3961842507123947, 'y': -1.0592957735061646, 'z': -0.4275226593017578}","{'x': 0.3532682074636711, 'y': 0.7412816128313978, 'z': -0.5681783463225712, 'w': 0.053633113312902186}","[-0.0735452584111925, -1.2687143388818611, -0.9733452972527188]",,1,0
xie_checked_process,napkin_brown45,203,1717606658306599138,1717606657766155840,"{'x': -0.10265607759356499, 'y': -0.8125001788139343, 'z': -0.5932842642068863}","{'x': 0.03447130324866744, 'y': 0.8112603184480227, 'z': -0.5060026709656653, 'w': 0.29091188002480023}","{'x': 0.4060809873044491, 'y': -1.1328831911087036, 'z': -0.8881097882986069}","{'x': -0.15587458811157187, 'y': -0.5486631247219075, 'z': 0.8131136273505808, 'w': 0.11626743898538955}",,"[0.3970693994561505, -1.2361343488898513, -0.8789999199513169]",0,1
xie_checked_process,napkin_fleek45,74,1717606994558099525,1717606993561088483,"{'x': -0.15282952785491943, 'y': -0.5025972127914429, 'z': -0.8138967156410217}","{'x': -0.3562812166172986, 'y': 0.6954825091666819, 'z': -0.49881504507697694, 'w': 0.37490175370857803}","{'x': 0.2539716064929962, 'y': -0.6594449281692505, 'z': -0.6453662514686584}","{'x': -0.19829355711201802, 'y': -0.9480604239156966, 'z': 0.09210680323044597, 'w': 0.2310355700131919}",,"[0.243325625332837, -0.6527565118295502, -0.748647073367036]",0,1
xie_checked_process,napkin_fleek45,158,1717607000484580613,1717606999946970400,"{'x': -0.15378056466579437, 'y': -1.1657896041870117, 'z': -0.9553981721401215}","{'x': -0.1669706308382806, 'y': 0.6868256369092103, 'z': -0.704317100909404, 'w': 0.0657934213147234}","{'x': 0.3996034562587738, 'y': -1.0431991219520569, 'z': -0.5548409521579742}","{'x': -0.3285641796503787, 'y': -0.7952724827065023, 'z': 0.5093456964898535, 'w': 0.012418517132722663}","[-0.15501861636331377, -1.2667111786442473, -0.9806628319847919]",,1,0
xie_checked_process,napkin_fleek45,217,1717607004708660532,1717607004106162268,"{'x': -0.09521347284317017, 'y': -0.8943348526954651, 'z': -0.5998163372278214}","{'x': -0.023181791934510195, 'y': 0.7736549553402495, 'z': -0.536944624168744, 'w': 0.33557575177069615}","{'x': 0.3565336540341377, 'y': -1.1563001871109009, 'z': -0.9065093845129013}","{'x': -0.37245786062488984, 'y': -0.6210040576518335, 'z': 0.6833328443994071, 'w': 0.0931950975304167}",,"[0.3283923449083291, -1.2543710042572511, -0.9268853886582884]",0,1
xie_checked_process,napkin_grey45,50,1717606757560476287,1717606756689118474,"{'x': -0.15861621126532555, 'y': -0.6425296664237976, 'z': -0.8466375172138214}","{'x': -0.48153996069205923, 'y': 0.38278258216492805, 'z': -0.6223265076910551, 'w': 0.4840521447870004}","{'x': 0.3763504661619663, 'y': -0.7051277160644531, 'z': -0.7000309526920319}","{'x': -0.16742890122943546, 'y': -0.9114073230456532, 'z': 0.3347026618849959, 'w': 0.17110927110755406}",,"[0.36835339196102457, -0.7486395596741134, -0.7941997706197997]",0,1
xie_checked_process,napkin_grey45,115,1717606762407594087,1717606761795070544,"{'x': -0.1684480383992195, 'y': -1.1568092107772827, 'z': -0.8903477936983109}","{'x': -0.34201193446952655, 'y': 0.5641047184538023, 'z': -0.7180620612276689, 'w': 0.2218120364724156}","{'x': 0.38525714725255966, 'y': -1.047849416732788, 'z': -0.4427143484354019}","{'x': 0.3136120619224235, 'y': 0.7741475338136242, 'z': -0.5481837314525758, 'w': 0.042868019289206374}","[-0.12006192600925725, -1.248444617557646, -0.8996610290106648]",,1,0
xie_checked_process,napkin_grey45,147,1717606764811022450,1717606764217323205,"{'x': -0.1734260357916355, 'y': -0.7590571641921997, 'z': -0.5940836817026138}","{'x': 0.01177836197078022, 'y': 0.8828659041464251, 'z': -0.390987685631596, 'w': 0.25988015539753867}","{'x': 0.3217906914651394, 'y': -1.1500980854034424, 'z': -0.8866814523935318}","{'x': -0.08473812131708797, 'y': -0.518410405778333, 'z': 0.8328056358426691, 'w': 0.1746564481634796}",,"[0.3128263410072918, -1.2527235310550981, -0.8720986431419534]",0,1
xie_checked_process,lstshirt_black,29,1717608906947686611,1717608906394300808,"{'x': -0.101952213793993, 'y': -0.3979477882385254, 'z': -0.819752112030983}","{'x': -0.13694776699728925, 'y': 0.7592656665161641, 'z': -0.4821622821891134, 'w': 0.41506685051736786}","{'x': 0.24430754408240318, 'y': -0.685276985168457, 'z': -0.7600942999124527}","{'x': -0.16478583416782946, 'y': -0.8902632078863751, 'z': 0.22639811241210547, 'w': 0.35919485552790015}",,"[0.20101374727543067, -0.7007121422369426, -0.8534345542741575]",0,1
xie_checked_process,lstshirt_black,102,1717608912123173455,1717608911579722406,"{'x': -0.01804516837000847, 'y': -1.0952175855636597, 'z': -0.9641602337360382}","{'x': 0.12139898715394062, 'y': 0.6298447856217929, 'z': -0.7293194256010005, 'w': 0.23801472093982298}","{'x': 0.33520567789673805, 'y': -1.0288628935813904, 'z': -0.4708523154258728}","{'x': -0.37218457692669576, 'y': -0.710182773794547, 'z': 0.5835619015474061, 'w': 0.12874228351926714}","[-0.017097767018050655, -1.1966118611437082, -0.9874691013678102]",,1,0
xie_checked_process,lstshirt_black,152,1717608915601260597,1717608915072409108,"{'x': -0.3219123110175133, 'y': -1.1129297018051147, 'z': -0.521688312292099}","{'x': -0.37741271350364214, 'y': 0.473698318513431, 'z': -0.7951623192134086, 'w': 0.02977302179018805}","{'x': 0.42194814234972, 'y': -1.109376311302185, 'z': -0.45156291127204895}","{'x': 0.5605565080246958, 'y': 0.6368763412680462, 'z': -0.512804564688341, 'w': 0.13113506654967427}",,"[0.4187696206148816, -1.2074126744351679, -0.48625827844461395]",0,1
xie_checked_process,lstshirt_black,202,1717608919043031979,1717608918509078792,"{'x': -0.39487259835004807, 'y': -1.0934147834777832, 'z': -0.543189525604248}","{'x': -0.7246133464899758, 'y': 0.42347716377974964, 'z': -0.5037515055193779, 'w': 0.2045409751923012}","{'x': -0.04774201661348343, 'y': -1.1182398796081543, 'z': -0.5435759127140045}","{'x': -0.17653395244753575, 'y': -0.4879155964260053, 'z': 0.7942566067823376, 'w': 0.3161179795268121}","[-0.31727540614996863, -1.1471099763643273, -0.5870130583639509]","[-0.09145032152731956, -1.2112207746158883, -0.5271705097893613]",1,1
xie_checked_process,lstshirt_black,256,1717608922849495619,1717608922316437222,"{'x': 0.15162598341703415, 'y': -1.1120966672897339, 'z': -0.9370789527893066}","{'x': 0.19496104089653563, 'y': 0.4637497442044275, 'z': -0.8262447298000155, 'w': 0.253467973836078}","{'x': 0.4266487583518028, 'y': -1.1360399723052979, 'z': -0.3375624418258667}","{'x': -0.7499492449275889, 'y': -0.4984421451794607, 'z': 0.4286863454660524, 'w': 0.07320911932537609}","[0.13747914865470798, -1.2146704444322185, -0.9269060815657366]",,1,0
xie_checked_process,lstshirt_black,294,1717608925531580695,1717608924997832525,"{'x': 0.22208267450332642, 'y': -1.153441309928894, 'z': -0.4819343686103821}","{'x': 0.4957633457623776, 'y': 0.3063745619997577, 'z': -0.7128584606282768, 'w': 0.39011043035098825}","{'x': 0.49686308205127716, 'y': -1.1660947799682617, 'z': -0.42693257331848145}","{'x': 0.5931998232354343, 'y': 0.40329599653564163, 'z': -0.6886514887873012, 'w': 0.10595015754026409}","[0.1973207441811496, -1.254493261952816, -0.4813429306384686]","[0.4543103181964309, -1.2603489375743087, -0.41551258810447383]",1,1
xie_checked_process,lstshirt_black,348,1717608929556981341,1717608929019752811,"{'x': -0.3085850067436695, 'y': -1.1087439060211182, 'z': -0.40030336380004883}","{'x': -0.25596939516970024, 'y': 0.35471408509094104, 'z': -0.8418687847250697, 'w': 0.3160926064938704}","{'x': -0.07732154056429863, 'y': -1.0626071691513062, 'z': -0.7858807146549225}","{'x': -0.210113806852486, 'y': -0.5181324779145727, 'z': 0.7128718282233374, 'w': 0.4233257374948723}",,"[-0.1424306774998756, -1.1436647775225495, -0.781948232914543]",0,1
xie_checked_process,lstshirt_black,389,1717608932384048536,1717608931844530850,"{'x': -0.050775252282619476, 'y': -1.171662449836731, 'z': -0.9932668060064316}","{'x': -0.29458046408384064, 'y': 0.4545817225926245, 'z': -0.8125612300029285, 'w': 0.21522559132454322}","{'x': 0.29413527995347977, 'y': -1.1758137941360474, 'z': -0.9156880229711533}","{'x': -0.5181198775644484, 'y': -0.497131692360512, 'z': 0.6941548874634345, 'w': 0.050604991196529}","[-0.006262451385789819, -1.263147249460969, -0.9714920041925867]","[0.2481070720288429, -1.268978556871158, -0.9208582318409131]",1,1
xie_checked_process,napkin_pink45,53,1717606516284219890,1717606515741929276,"{'x': -0.13156302645802498, 'y': -0.5341618061065674, 'z': -0.7943673580884933}","{'x': -0.19168056566353256, 'y': 0.6507119567771877, 'z': -0.46979023824997623, 'w': 0.5649156061741808}","{'x': 0.3518301956355572, 'y': -0.7226437926292419, 'z': -0.744684025645256}","{'x': -0.25947893427273455, 'y': -0.8670518270674477, 'z': 0.29900344991128974, 'w': 0.3024710709949525}",,"[0.31580341274666446, -0.7553186872340452, -0.8366591428087671]",0,1
xie_checked_process,napkin_pink45,136,1717606522186552128,1717606521653121672,"{'x': -0.25993234664201736, 'y': -1.030259132385254, 'z': -0.47257721424102783}","{'x': -0.21442689824285496, 'y': 0.6933919977854839, 'z': -0.6727088811891073, 'w': 0.14384506903715297}","{'x': 0.33989139646291733, 'y': -1.1502565145492554, 'z': -0.9184330403804779}","{'x': -0.17507536406342314, 'y': -0.6699073778813751, 'z': 0.7204716990585711, 'w': 0.038642629488895686}",,"[0.3444447924917861, -1.2523658251460579, -0.9378741122143561]",0,1
xie_checked_process,napkin_pink45,197,1717606526484581366,1717606525941563975,"{'x': -0.17444944381713867, 'y': -1.1619188785552979, 'z': -0.9143036007881165}","{'x': -0.3819552232806005, 'y': 0.608517437681299, 'z': -0.6752310232794076, 'w': 0.16697245475675673}","{'x': 0.35059918463230133, 'y': -0.9533536434173584, 'z': -0.5300227701663971}","{'x': -0.1883788769822323, 'y': -0.8273326078750697, 'z': 0.5220291135710564, 'w': 0.08671654535188926}","[-0.13289655750752163, -1.2546903975838002, -0.9364802302994802]",,1,0
xie_checked_process,napkin_red45,70,1717607084537391322,1717607083997111812,"{'x': -0.2073497511446476, 'y': -0.5198334455490112, 'z': -0.7124869078397751}","{'x': 0.16318308055712522, 'y': 0.8129160714371335, 'z': -0.38322292436162925, 'w': 0.40703677138905403}","{'x': 0.20544111356139183, 'y': -0.6585782766342163, 'z': -0.7333183735609055}","{'x': 0.032587058034108565, 'y': -0.9125495681624979, 'z': 0.33385014206736296, 'w': 0.23395608976199317}",,"[0.18712536309349342, -0.6975644460341934, -0.8280264084909681]",0,1
xie_checked_process,napkin_red45,126,1717607088630477012,1717607088089876155,"{'x': -0.11389185115695, 'y': -0.725612223148346, 'z': -0.6711341738700867}","{'x': -0.007958010748538389, 'y': 0.7757822964479701, 'z': -0.4055919820104936, 'w': 0.4833152622374338}","{'x': 0.13830195739865303, 'y': -0.45701688528060913, 'z': -0.7123757600784302}","{'x': 0.1716742643816914, 'y': -0.9706164806849353, 'z': 0.15643490341171348, 'w': 0.06292626928686879}","[-0.04662785153469731, -0.7766713847596517, -0.7319084806976281]",,1,0
xie_checked_process,napkin_red45,196,1717607093655654830,1717607092986949892,"{'x': -0.1692444235086441, 'y': -1.13810396194458, 'z': -0.8708125352859497}","{'x': -0.19435748263597893, 'y': 0.5944900794192068, 'z': -0.7604860650797947, 'w': 0.17454987606698727}","{'x': 0.3607814610004425, 'y': -1.0557869672775269, 'z': -0.7707780599594116}","{'x': -0.022081234010441743, 'y': -0.7975872166844338, 'z': 0.6027537725347163, 'w': 0.007412191398076301}","[-0.14631880279768428, -1.2394214816174487, -0.876658570040814]",,1,0
xie_checked_process,napkin_red45,241,1717607096813147455,1717607096277696978,"{'x': -0.18366840109229088, 'y': -0.9211517572402954, 'z': -0.5684838593006134}","{'x': 0.009194354251270014, 'y': 0.7064596270671054, 'z': -0.6491048306085991, 'w': 0.2819453458645671}","{'x': 0.3163769878447056, 'y': -1.1258093118667603, 'z': -0.8456022441387177}","{'x': -0.008540397536190012, 'y': -0.6998305993602247, 'z': 0.7126147670555234, 'w': 0.048418876313216744}",,"[0.3369258231220108, -1.2233879863981885, -0.8752863753443934]",0,1
xie_checked_process,ssshirt_pink,47,1717607373383373130,1717607372845356388,"{'x': -0.07884646579623222, 'y': -0.4434306025505066, 'z': -0.830778568983078}","{'x': 0.1008384460967086, 'y': 0.7575948958277903, 'z': -0.597510846844582, 'w': 0.24261568273207565}","{'x': 0.29364119842648506, 'y': -0.7283397316932678, 'z': -0.8258235156536102}","{'x': -0.31156079298525546, 'y': -0.6890380409553475, 'z': 0.5099524962984175, 'w': 0.4100059778952353}",,"[0.22420204185419826, -0.7876833083587065, -0.8756386081766865]",0,1
xie_checked_process,ssshirt_pink,146,1717607380303075659,1717607379755587232,"{'x': -0.1974293515086174, 'y': -0.9569345712661743, 'z': -0.8667206913232803}","{'x': -0.09202158593827305, 'y': 0.7884708962793225, 'z': -0.5857475863084219, 'w': 0.1635403270626075}","{'x': 0.36518216878175735, 'y': -1.158166766166687, 'z': -0.8686124235391617}","{'x': -0.33239668062575894, 'y': -0.6079571709587829, 'z': 0.7210369196460847, 'w': 0.0025070891599781337}",,"[0.35474210146809665, -1.2613530940646935, -0.8768941340757197]",0,1
xie_checked_process,ssshirt_pink,198,1717607383989294148,1717607383451960089,"{'x': -0.12443628534674644, 'y': -1.1316841840744019, 'z': -0.9382138252258301}","{'x': 0.15748685413895483, 'y': -0.6625914928287366, 'z': 0.7322064515244606, 'w': 0.006642044140137524}","{'x': 0.48531549051404, 'y': -0.9632515907287598, 'z': -0.7462171316146851}","{'x': -0.2467693410586486, 'y': -0.8329842755300688, 'z': 0.4921093454828782, 'w': 0.05541192219676258}","[-0.13842501317863143, -1.2336870160981965, -0.9532050811028733]",,1,0
xie_checked_process,ssshirt_pink,261,1717607388486337028,1717607387946772330,"{'x': -0.2567853070795536, 'y': -1.1746114492416382, 'z': -0.9826927185058594}","{'x': -0.30710805509832395, 'y': 0.5590913130476967, 'z': -0.7693291752196771, 'w': 0.03513070343928002}","{'x': -0.0841265358030796, 'y': -1.1728343963623047, 'z': -0.6040661633014679}","{'x': 0.028902901635970597, 'y': -0.569392150799607, 'z': 0.7441371632292718, 'w': 0.34816243793079}","[-0.24111019089917474, -1.277380028714202, -0.9784607206416165]","[-0.11156125997593926, -1.2730824027682934, -0.6088277933988151]",1,1
xie_checked_process,ssshirt_pink,330,1717607393584391908,1717607392980200432,"{'x': 0.24446795508265495, 'y': -1.1777119636535645, 'z': -0.5842781215906143}","{'x': 0.1705827904287115, 'y': 0.40294738042819883, 'z': -0.8388166889804902, 'w': 0.3239158571348648}","{'x': 0.48037027940154076, 'y': -1.168928861618042, 'z': -0.9313918203115463}","{'x': 0.41308169892573715, 'y': 0.6457891500392687, 'z': -0.6417263147778094, 'w': 0.02252155913513495}","[0.24054800563962306, -1.2785710445832488, -0.559037682006814]","[0.4693718067620748, -1.2695218666326906, -0.9555802667627303]",1,1
xie_checked_process,ssshirt_pink,394,1717607397875921601,1717607397345012690,"{'x': -0.02352409064769745, 'y': -1.1753134727478027, 'z': -1.0843642950057983}","{'x': -0.17471157556362799, 'y': 0.5039616487790076, 'z': -0.815914252208233, 'w': 0.22311982199593738}","{'x': 0.24099010229110718, 'y': -1.175699234008789, 'z': -1.0550888776779175}","{'x': -0.38853593586418866, 'y': -0.588786886759491, 'z': 0.6919236294826859, 'w': 0.15366040311580617}","[0.005382991870927004, -1.2740130558985634, -1.068623492417381]","[0.19959343592258333, -1.269649175150878, -1.0719626612776667]",1,1
xie_checked_process,ssshirt_yellow,50,1717607696010500718,1717607695472451213,"{'x': -0.10587600618600845, 'y': -0.4042872190475464, 'z': -0.8118180632591248}","{'x': -0.0057854760678513134, 'y': 0.749925810899648, 'z': -0.49672358248034776, 'w': 0.43685637115768705}","{'x': 0.3051455542445183, 'y': -0.5083797574043274, 'z': -0.8337525129318237}","{'x': -0.40307013670610076, 'y': -0.6241702890503216, 'z': 0.30480405827718515, 'w': 0.5958526673770301}",,"[0.21428668405742599, -0.5102092352421739, -0.8844113593376188]",0,1
xie_checked_process,ssshirt_yellow,93,1717607699231760703,1717607698692746548,"{'x': -0.21140838786959648, 'y': -0.4741012454032898, 'z': -0.7889565080404282}","{'x': -0.14933151258518107, 'y': 0.7909571590715962, 'z': -0.36950417433537197, 'w': 0.46427743538874094}","{'x': 0.35090627148747444, 'y': -0.4085785150527954, 'z': -0.8158386796712875}","{'x': -0.3970439044597626, 'y': -0.770978307730238, 'z': 0.16800642699907845, 'w': 0.4687455892355348}","[-0.14367451039210044, -0.5133681131554405, -0.8574782924509253]",,1,0
xie_checked_process,ssshirt_yellow,195,1717607706347525591,1717607705804301123,"{'x': -0.255468737334013, 'y': -1.1459931135177612, 'z': -0.8210491240024567}","{'x': -0.3722926124045035, 'y': 0.5545739692368056, 'z': -0.7437108656160247, 'w': 0.02720425993530961}","{'x': 0.353635061532259, 'y': -1.1149028539657593, 'z': -0.3700511157512665}","{'x': 0.42089455861651953, 'y': 0.6112174141058538, 'z': -0.6629927728455574, 'w': 0.09849683434160497}","[-0.23280880822307048, -1.2475371266247386, -0.8204651592628676]",,1,0
