name,subname,index,time,pc_time,original_pos_left,original_ori_left,original_pos_right,original_ori_right,grasp_pos_left,grasp_pos_right,left_gripper,right_gripper,garment_type
lipeng_checked_compress,pant_blackjean_3,115,1719173656666378649,1719173655926041688,"{'x': 0.0021897144615650177, 'y': -1.1318445205688477, 'z': -1.1197613626718521}","{'x': 0.34857248270467395, 'y': 0.5079847960517736, 'z': -0.787281242424662, 'w': 0.025237206810943477}","{'x': 0.4401761032640934, 'y': -1.1277308464050293, 'z': -0.588929072022438}","{'x': 0.36009593880658614, 'y': 0.45041971964629257, 'z': -0.7956629586136048, 'w': 0.18540077480691283}","[-0.047521142730726704, -1.2290195780629016, -1.142363107698174]","[0.4408870106307259, -1.236994204875842, -0.5668833670803237]",1,1,pant
arif_checked_process,pant_blackjean,325,1717603879763714169,1717603878892824339,"{'x': -0.09061109274625778, 'y': -1.1482343673706055, 'z': -0.6814689189195633}","{'x': -0.4596672092137283, 'y': 0.2713364259749995, 'z': -0.815650001047703, 'w': 0.2231539300654557}","{'x': 0.30919771641492844, 'y': -1.1395424604415894, 'z': -0.22056158259510994}","{'x': -0.6846983649716314, 'y': -0.15152580810092853, 'z': 0.712503921451987, 'w': 0.02379580635481623}","[-0.0013483424404222427, -1.2165434698060722, -0.6325707805879357]",,1,0,pant
zhuo_checked_process,pant_black,193,1717532364712291857,1717532364243193048,"{'x': -0.21575500443577766, 'y': -1.142083764076233, 'z': -1.022780567407608}","{'x': 0.2614071685127315, 'y': -0.5573973280722017, 'z': 0.7880192223805772, 'w': 0.00046482990148095146}","{'x': 0.19996925815939903, 'y': -1.0888547897338867, 'z': -0.2070024013519287}","{'x': 0.6161726291313795, 'y': 0.22447430239553207, 'z': -0.7075522410622258, 'w': 0.2632724916150273}","[-0.2113297981816087, -1.2456413765635679, -1.0137673301683565]",,1,0,pant
zhuo_checked_process,pant_brown,102,1717532558150762215,1717532557670785531,"{'x': -0.1293131783604622, 'y': -1.0199432373046875, 'z': -0.9874148517847061}","{'x': -0.027350424905506484, 'y': 0.5915857259419691, 'z': -0.7883629341638653, 'w': 0.16661982821904073}","{'x': 0.35086920112371445, 'y': -1.0607271194458008, 'z': -0.5197930186986923}","{'x': 0.4603469265755763, 'y': 0.6720119713734478, 'z': -0.5664427515304397, 'w': 0.1249929068460204}","[-0.12786688412518113, -1.1238784638318606, -0.9919289319490597]","[0.356441192750671, -1.1602644776549567, -0.5495632593771165]",1,1,pant
david_checked_compress,pant_bluejean_1,141,1718889429814109504,1718889429070971114,"{'x': -0.21881649270653725, 'y': -1.0652984380722046, 'z': -0.5683093070983887}","{'x': -0.46977906518586837, 'y': 0.4383400829967058, 'z': -0.6471492627055072, 'w': 0.41032113439506274}","{'x': 0.13244953379034996, 'y': -1.1593493223190308, 'z': -0.7640458047389984}","{'x': 0.7624298713242081, 'y': 0.3758378355046633, 'z': -0.5121006268729579, 'w': 0.12328649833637402}",,"[0.07210498824436014, -1.2752894138103876, -0.8023398122052299]",0,1,pant
leo_expert_checked_process,pant_blackjean_1,73,1718793670615590438,1718793670145773268,"{'x': -0.055214010179042816, 'y': -0.3526099920272827, 'z': -0.7399822771549225}","{'x': 0.11660239061224464, 'y': 0.5675598104820887, 'z': -0.5633459617489647, 'w': 0.5890000606198433}","{'x': 0.3099769651889801, 'y': -0.34948569536209106, 'z': -0.6806009113788605}","{'x': 0.03903850772288656, 'y': -0.7116559061597257, 'z': 0.5510146917910984, 'w': 0.43405607422671855}","[0.019392179189462386, -0.4317406945655043, -0.7446991006324588]",,1,0,pant
masterlh_nonexpert_checked_process,pant_brown,308,1718903432362260369,1718903431890844477,"{'x': -0.0211566761136055, 'y': -1.1579865217208862, 'z': -0.6528977006673813}","{'x': 0.30341601081071545, 'y': 0.5424231851790774, 'z': -0.5952072158712749, 'w': 0.5093566360995622}","{'x': 0.2381019964814186, 'y': -0.9897500872612, 'z': -0.3751007467508316}","{'x': -0.5459024978513989, 'y': -0.518805441421544, 'z': 0.6366887407310426, 'w': 0.16570704335458855}","[0.03308350655054879, -1.2665003087305768, -0.6704408079569881]",,1,0,pant
arif_checked_process,pant_brown,258,1717603773132128111,1717603772051233878,"{'x': -0.21704766154289246, 'y': -1.1629887819290161, 'z': -0.3985426425933838}","{'x': -0.4014786428623934, 'y': 0.05013970289276984, 'z': -0.9009898957316774, 'w': 0.15658262134929482}","{'x': 0.3218402862548828, 'y': -1.1354106664657593, 'z': -0.44621656835079193}","{'x': 0.47170938275928126, 'y': 0.34463508408009486, 'z': -0.8090270903770426, 'w': 0.06474630548548994}",,"[0.2684934049485876, -1.2357968348052104, -0.40037196713085044]",0,1,pant
florent_nonexpert_checked_process,pant_brown,318,1717776043662528716,1717776042787791518,"{'x': -0.07624748721718788, 'y': -1.1615455150604248, 'z': -0.9304566234350204}","{'x': 0.21253307309551572, 'y': 0.31772630150852804, 'z': -0.3437070819765519, 'w': 0.857755869679393}","{'x': 0.3453609459102154, 'y': -0.8664891719818115, 'z': 1.287155643105507}","{'x': 0.5438992944835395, 'y': 0.2917319193576241, 'z': -0.7742147249257674, 'w': 0.14020557904856437}","[0.007862847445641793, -1.212830537711365, -0.8717599620768194]",,1,0,pant
zhuo_checked_process,pant_blackjean,149,1717532670788492281,1717532670050208519,"{'x': -0.2827775962650776, 'y': -1.0703915357589722, 'z': -0.8182423263788223}","{'x': -0.09645849027408057, 'y': 0.42724283271634944, 'z': -0.8953008631004904, 'w': 0.08121382935234364}","{'x': 0.3179929368197918, 'y': -1.083006739616394, 'z': -0.3479502946138382}","{'x': 0.7923010142857666, 'y': 0.4680785058389884, 'z': -0.391302960485928, 'w': 0.00660365415764599}","[-0.286932718646441, -1.1670675804841748, -0.780013053114915]","[0.27441409900859426, -1.1577493681177005, -0.405738047466333]",1,1,pant
sandra_2_nonexpert_checked_compress,pant_black_1,157,1719072230414939012,1719072229607830562,"{'x': -0.21559128537774086, 'y': -1.1038274765014648, 'z': -0.5529001504182816}","{'x': -0.6993842075690353, 'y': 0.3320393477181708, 'z': -0.5866331215125977, 'w': 0.23764086877957227}","{'x': 0.40802478417754173, 'y': -1.1118272542953491, 'z': -0.44887907803058624}","{'x': 0.912063948747834, 'y': 0.2976359352929078, 'z': -0.2704180902630717, 'w': 0.08016395621036643}",,"[0.3540768662704364, -1.1864417460560708, -0.5297944645326442]",0,1,pant
rory_checked_process,pant_brown,158,1717769401430266931,1717769400963433560,"{'x': -0.11393678933382034, 'y': -1.0765221118927002, 'z': -1.115932211279869}","{'x': -0.030801293484353797, 'y': -0.5554088214142292, 'z': 0.8162377607981901, 'w': 0.15597512385667156}","{'x': 0.48591991513967514, 'y': -1.1427626609802246, 'z': -0.9294097274541855}","{'x': 0.018668378558453033, 'y': -0.41940694775390797, 'z': 0.9057816906806699, 'w': 0.05752245340226945}",,"[0.5081919047685955, -1.2575005940613542, -0.9017661895069634]",0,1,pant
lipeng_checked_compress,pant_brown_1,125,1719174137827631938,1719174137023710982,"{'x': 0.021371539682149887, 'y': -1.1414941549301147, 'z': -1.142597571015358}","{'x': 0.37276578968705, 'y': 0.5282723974475115, 'z': -0.7612618420921619, 'w': 0.0495413757226912}","{'x': 0.451589610427618, 'y': -1.1357038021087646, 'z': -0.5486725717782974}","{'x': 0.3822844035145546, 'y': 0.4685180567057613, 'z': -0.7624212400220918, 'w': 0.2303547658142852}","[-0.023375093851901084, -1.2389126812385844, -1.1731322974633769]","[0.4588402528318359, -1.2453652998137585, -0.530050431573053]",1,1,pant
lipeng_checked_compress,pant_grey_2,122,1719173264232665083,1719173263552401190,"{'x': -0.25192866101861, 'y': -0.5313360095024109, 'z': -0.6802861392498016}","{'x': 0.055782927373034454, 'y': 0.8290426729853163, 'z': -0.44448258212326663, 'w': 0.3346815584583204}","{'x': 0.15739692375063896, 'y': -0.688308596611023, 'z': -0.7617070376873016}","{'x': -0.3711019853882753, 'y': -0.5638958950748836, 'z': 0.41599511489992996, 'w': 0.609305178328537}",,"[0.05346742577225315, -0.6914797221481375, -0.8018767204441839]",0,1,pant
leo_expert_checked_process,pant_bluejean_1,42,1718793198693391578,1718793198156532486,"{'x': -0.11554474383592606, 'y': -0.6153892278671265, 'z': -0.7652258723974228}","{'x': -0.3661936081918717, 'y': 0.377216913890502, 'z': -0.5346367360925783, 'w': 0.661644316543729}","{'x': 0.21875988692045212, 'y': -0.39307701587677, 'z': -0.6478758603334427}","{'x': 0.2538632870051806, 'y': -0.8740234886467775, 'z': 0.19896644622346146, 'w': 0.36338509336769464}",,"[0.159922881847829, -0.4111106555266958, -0.7376700398500503]",0,1,pant
masterlh_nonexpert_checked_process,pant_black,47,1718903458993575306,1718903458394135934,"{'x': 0.0055503249168396, 'y': -0.6304845213890076, 'z': -0.57932049036026}","{'x': -0.07111242698736762, 'y': 0.9206612242015966, 'z': -0.08216701353772386, 'w': 0.3749326804452704}","{'x': 0.09695692360401154, 'y': -0.34739482402801514, 'z': -0.6308220326900482}","{'x': -0.14323118959790065, 'y': 0.8899478178317627, 'z': -0.3975520673875353, 'w': 0.1715519209415931}","[0.05839490924508922, -0.6031007644267288, -0.6864772902462466]",,1,0,pant
zhuo_2_nonexpert_checked_compress,pant_bluejean_2,185,1719064072594608472,1719064071847031594,"{'x': -0.03647875040769577, 'y': -1.131321668624878, 'z': -0.9218638837337494}","{'x': -0.22834869547722517, 'y': 0.488574801895858, 'z': -0.823897366894546, 'w': 0.17419720161502766}","{'x': 0.2693740651011467, 'y': -1.0842905044555664, 'z': -0.6351520121097565}","{'x': -0.23927327320203964, 'y': -0.6669429381076178, 'z': 0.7008285186501461, 'w': 0.0823092065701173}","[-0.007695763157193537, -1.2294078104852169, -0.9024822321041565]",,1,0,pant
sandra_2_nonexpert_checked_compress,pant_brown_1,96,1719072336344747983,1719072335455969906,"{'x': -0.22661541402339935, 'y': -1.1138771772384644, 'z': -0.895018458366394}","{'x': -0.7817094643861199, 'y': 0.44175320889301095, 'z': -0.3965905991497404, 'w': 0.19105054930029192}","{'x': 0.2429761290550232, 'y': -1.0453523397445679, 'z': -0.4476674795150757}","{'x': -0.3765549162342407, 'y': -0.6143695960044886, 'z': 0.6865874134495508, 'w': 0.0967166906886345}","[-0.14321880467455483, -1.1611891994711299, -0.9713832283940187]","[0.2006733695857516, -1.1586508297611506, -0.4676406790896874]",1,1,pant
tai_nonexpert_checked_compress,pant_black,322,1718974932634483936,1718974931492227340,"{'x': -0.20200786367058754, 'y': -0.9734833836555481, 'z': -0.5426463186740875}","{'x': -0.37169601356463805, 'y': 0.511691180061609, 'z': -0.6889452211652793, 'w': 0.35407441588010674}","{'x': 0.1556357406079769, 'y': -1.1303491592407227, 'z': -0.3741871565580368}","{'x': 0.3199060699322272, 'y': 0.5625713621013004, 'z': -0.7588552006749579, 'w': 0.07288589282278055}",,"[0.15585313969694525, -1.2631679123117068, -0.37116530773570067]",0,1,pant
liufan_checked_compress,pant_bluejean,98,1717596959851299253,1717596959185495092,"{'x': -0.038046449422836304, 'y': -0.4752574563026428, 'z': -0.7435466200113297}","{'x': 0.17507231061371326, 'y': 0.6020433405333603, 'z': -0.516148276392226, 'w': 0.5835104617340996}","{'x': 0.34633250534534454, 'y': -0.4248577356338501, 'z': -0.6890725046396255}","{'x': -0.27266750913616533, 'y': -0.6995866223356974, 'z': 0.40646780117719256, 'w': 0.5205909276164807}","[0.03893502322504028, -0.553348844364348, -0.76535459973345]",,1,0,pant
zhuo_2_nonexpert_checked_compress,pant_brown_2,118,1719063640287788362,1719063639485038416,"{'x': -0.2965064272284508, 'y': -0.9788225889205933, 'z': -1.035813719034195}","{'x': -0.21618443837552348, 'y': 0.5138876501668429, 'z': -0.8301452115942481, 'w': 0.006534468409975708}","{'x': 0.24204883724451065, 'y': -1.0299257636070251, 'z': -0.41176095604896545}","{'x': 0.3382055683580849, 'y': 0.6497668247526008, 'z': -0.6792022888750445, 'w': 0.045872843485097216}","[-0.2953036527093415, -1.0807521973093517, -1.0149832541529082]","[0.24213266428949096, -1.1325826955112417, -0.4286886642529596]",1,1,pant
doubi_nonexpert_checked_process,pant_bluejean,109,1719005072227491222,1719005071620431709,"{'x': -0.05759325250983238, 'y': -1.1997660398483276, 'z': -1.0330031961202621}","{'x': -0.5463681085739287, 'y': -0.009515809544369504, 'z': -0.7692858963221045, 'w': 0.3310446329756145}","{'x': 0.19277198985219002, 'y': -1.1504805088043213, 'z': -0.9495863169431686}","{'x': -0.5274789001213263, 'y': -0.5248788233965483, 'z': 0.6555379796893606, 'w': 0.12860088592790705}","[0.04869767793672804, -1.1956647423958173, -0.9839071935944914]","[0.12353817097509967, -1.2402582267964841, -0.979109861374926]",1,1,pant
masterlh_nonexpert_checked_process,pant_pink,212,1718903377464536079,1718903377004110561,"{'x': -0.3948969803750515, 'y': -1.2727675437927246, 'z': -0.2429114282131195}","{'x': -0.8279597684377042, 'y': 0.12937532678277214, 'z': -0.5294533459563158, 'w': 0.1319992466800319}","{'x': -0.2053794525563717, 'y': -1.175631046295166, 'z': -0.5311211347579956}","{'x': -0.513581721295838, 'y': 0.5858880085706513, 'z': -0.6204262271278556, 'w': 0.08966801913622897}",,"[-0.13210355604110163, -1.237460215263251, -0.6074938841821158]",0,1,pant
lipeng_checked_compress,pant_pink_4,212,1719172950526175033,1719172949589051971,"{'x': -0.13452453166246414, 'y': -0.976884126663208, 'z': -0.5799013674259186}","{'x': -0.059798413675775, 'y': 0.6324882353519694, 'z': -0.7194001973119876, 'w': 0.28079554478425395}","{'x': 0.3537362217903137, 'y': -1.1591468453407288, 'z': -0.4074828326702118}","{'x': 0.8338498178964727, 'y': 0.33381341719238006, 'z': -0.43035539391127775, 'w': 0.08976256807731338}",,"[0.3083523504646546, -1.2466830600999663, -0.4594704785980731]",0,1,pant
rory_checked_process,pant_brown,133,1717769399685336729,1717769399151175549,"{'x': -0.10471722856163979, 'y': -1.1047661304473877, 'z': -1.142515942454338}","{'x': -0.0002114319833458102, 'y': -0.5052023933166315, 'z': 0.8362760571267647, 'w': 0.21310291729625871}","{'x': 0.3654429726302624, 'y': -1.1415141820907593, 'z': -0.4596438556909561}","{'x': -0.6998337380045891, 'y': -0.41671914624487477, 'z': 0.5548085564162387, 'w': 0.1696035318936373}","[-0.17244881288999575, -1.2027158761270098, -1.1269185129972719]",,1,0,pant
zhuo_checked_process,pant_blackjean,199,1717532674346525150,1717532673746767145,"{'x': -0.2525586113333702, 'y': -1.0882307291030884, 'z': -0.8835595995187759}","{'x': -0.4390021829138078, 'y': 0.5215439494532738, 'z': -0.7310803754626309, 'w': 0.028115419239471254}","{'x': 0.2629402205348015, 'y': -1.0597015619277954, 'z': -0.17566277086734772}","{'x': 0.45980654998627646, 'y': 0.3724834821386232, 'z': -0.7955241768491029, 'w': 0.13028920205512468}","[-0.21968629736593626, -1.1869337138691407, -0.8820995403765158]",,1,0,pant
tai_nonexpert_checked_compress,pant_brown,221,1718975036710219867,1718975035701378140,"{'x': -0.05801399424672127, 'y': -1.1348010301589966, 'z': -1.076948344707489}","{'x': 0.0676129598634709, 'y': 0.5793829711810146, 'z': -0.8018181205491263, 'w': 0.12973650959936853}","{'x': 0.5367926768958569, 'y': -1.1863609552383423, 'z': -0.709926962852478}","{'x': 0.30830958114887946, 'y': 0.4300924213884761, 'z': -0.8464361146232344, 'w': 0.05925888201377694}","[-0.07359896095997684, -1.2662137554668982, -1.088687358281751]","[0.5248268541843318, -1.3119235500501631, -0.668203421883873]",1,1,pant
arif_checked_process,pant_grey,357,1717603594569068607,1717603593567730785,"{'x': -0.2568228021264076, 'y': -1.164197862148285, 'z': -0.3081168383359909}","{'x': -0.5744430078128905, 'y': 0.017717865640950903, 'z': -0.8071522510288753, 'w': 0.13493165555579661}","{'x': 0.20522960275411606, 'y': -1.1448766589164734, 'z': -0.634226530790329}","{'x': -0.782609264942012, 'y': -0.263906325198536, 'z': 0.5623811324674017, 'w': 0.04004562138125702}",,"[0.10576624112907265, -1.2112724817799128, -0.6611269843280042]",0,1,pant
masterlh_nonexpert_checked_process,pant_grey,195,1718903325391069267,1718903324917803276,"{'x': -0.22508253157138824, 'y': -1.1611716747283936, 'z': -0.5394014269113541}","{'x': 0.4919068476755888, 'y': 0.469653818878117, 'z': -0.528294664031825, 'w': 0.5082889843175504}","{'x': -0.08983701467514038, 'y': -1.1445350646972656, 'z': -0.4416535049676895}","{'x': 0.2621602111177497, 'y': -0.6891755265024234, 'z': 0.6590528681407853, 'w': 0.14818378579388844}","[-0.18475644142713196, -1.2749100007996468, -0.5609049065410928]","[-0.07478476476557193, -1.2483025568765367, -0.5051415931377143]",1,1,pant
lipeng_checked_compress,pant_grey_2,239,1719173272480994719,1719173271807216641,"{'x': -0.03888417035341263, 'y': -1.0126866698265076, 'z': -0.5472885817289352}","{'x': 0.08693471941693735, 'y': 0.5239747407618169, 'z': -0.7390647545390995, 'w': 0.41433816406595436}","{'x': 0.26854004710912704, 'y': -1.1815786361694336, 'z': -0.31384287774562836}","{'x': 0.8934200915081285, 'y': 0.333295256208155, 'z': -0.2842130084346511, 'w': 0.09968840511951489}",,"[0.24142485747678197, -1.2632222124047263, -0.38472371401830446]",0,1,pant
david_checked_compress,pant_pink_2,83,1718889654567293006,1718889653898620131,"{'x': -0.29237860441207886, 'y': -1.1528561115264893, 'z': -0.8960554748773575}","{'x': 0.5704123527172389, 'y': -0.5239048337703941, 'z': 0.6309854009544527, 'w': 0.04484302400539628}","{'x': 0.14915163815021515, 'y': -1.145082712173462, 'z': -0.47633229196071625}","{'x': -0.18604945330612535, 'y': -0.5815842467295087, 'z': 0.7791004937337458, 'w': 0.14194289536428178}","[-0.24807097537134568, -1.2782438849050417, -0.9254619417844436]","[0.11877557248740202, -1.2776313068143388, -0.4839588700647513]",1,1,pant
master_checked_process,pant_brown,151,1718875363372012284,1718875362704694086,"{'x': -0.47996725142002106, 'y': -1.1031509637832642, 'z': -0.4491768777370453}","{'x': 0.4794599440662983, 'y': -0.40047050237551307, 'z': 0.7799504438729756, 'w': 0.03766754392570071}","{'x': 0.22090493142604828, 'y': -1.1528878211975098, 'z': -0.3149380385875702}","{'x': 0.9391895011544938, 'y': 0.2768696238079761, 'z': 0.14177162218773653, 'w': 0.14548917305373824}",,"[0.2589075846067623, -1.2085478445873046, -0.4086490846145667]",0,1,pant
david_checked_compress,pant_black_2,88,1718889376684545587,1718889375947045665,"{'x': -0.09690480679273605, 'y': -1.0194932222366333, 'z': -0.5115149766206741}","{'x': -0.3540033906077872, 'y': 0.3507895661963399, 'z': -0.7723395569317268, 'w': 0.3938526227975104}","{'x': 0.35444047302007675, 'y': -1.134289026260376, 'z': -0.4366280287504196}","{'x': 0.37408254569701477, 'y': 0.5656414854165849, 'z': -0.7340109257466328, 'w': 0.03660491586018712}",,"[0.33395680994490506, -1.2686766719040057, -0.44501732224779306]",0,1,pant
david_checked_compress,pant_blackjean_1,120,1718889074213563256,1718889073545589438,"{'x': -0.31133001297712326, 'y': -1.1463364362716675, 'z': -0.8990675806999207}","{'x': 0.49949269710654093, 'y': -0.5725900914954359, 'z': 0.646898479887858, 'w': 0.0645754549133044}","{'x': 0.13389048725366592, 'y': -1.1414512395858765, 'z': -0.4575220048427582}","{'x': -0.17274353185957564, 'y': -0.5281440384384525, 'z': 0.7984225402371189, 'w': 0.231829666142857}","[-0.2840738360859986, -1.2767732953817834, -0.9272336348567863]","[0.08533711073639713, -1.2684985860500142, -0.45034277193152966]",1,1,pant
