name,subname,index,time,pc_time,original_pos_left,original_ori_left,original_pos_right,original_ori_right,grasp_pos_left,grasp_pos_right,left_gripper,right_gripper
arif_checked_process,sweater_whitesnow,120,1717783344449485330,1717783342918188038,"{'x': -0.3102622628211975, 'y': -1.0968600511550903, 'z': -0.7694932222366333}","{'x': -0.030768560223998584, 'y': 0.6447516526890326, 'z': -0.32544063788253436, 'w': 0.6909681564812611}","{'x': 0.0091104656457901, 'y': -1.111090898513794, 'z': -0.535158634185791}","{'x': -0.20159739332760893, 'y': -0.49266769810861333, 'z': 0.83066812976637, 'w': 0.16317931374507838}","[-0.19448865255029874, -1.13132468937155, -0.790317724090233]","[-0.024105666608523195, -1.2255818354572756, -0.5066364688425415]",1,1
arif_checked_process,sweater_whitesnow,180,1717783348685133553,1717783347612023052,"{'x': -0.3341672010719776, 'y': -1.22860848903656, 'z': -0.20997000485658646}","{'x': -0.4098976137234881, 'y': 0.5687319003358684, 'z': -0.30243706409070553, 'w': 0.6458016677497329}","{'x': 0.13996944949030876, 'y': -1.0648189783096313, 'z': -0.8638755232095718}","{'x': -0.4162663344594877, 'y': -0.36981247006136236, 'z': 0.8306200749069714, 'w': 0.005600619993630108}",,"[0.08852723624300958, -1.1662407004036526, -0.8181334967601182]",0,1
arif_checked_process,sweater_whitesnow,234,1717783352515810222,1717783351509785545,"{'x': 0.3574317581951618, 'y': -1.1761962175369263, 'z': -0.6913339346647263}","{'x': 0.1488709896165656, 'y': 0.2782638492530782, 'z': -0.3781065810265175, 'w': 0.8703114798931945}","{'x': 0.5582762248814106, 'y': -1.1716300249099731, 'z': -0.8740652054548264}","{'x': -0.32222225012907, 'y': -0.44080433273591874, 'z': 0.8377352839526079, 'w': 0.007997236012773046}","[0.43919182952800356, -1.2273613825441534, -0.6156872782585647]","[0.527266702823239, -1.283232976579905, -0.8339629521480281]",1,1
arif_checked_process,sweater_whitesnow,278,1717783355797859710,1717783354459457993,"{'x': -0.2770661450922489, 'y': -1.1707154512405396, 'z': -0.22784128785133362}","{'x': -0.35970856382834016, 'y': 0.5405087317042424, 'z': -0.313226362305065, 'w': 0.6930723670852564}","{'x': 0.028849851340055466, 'y': -1.0738424062728882, 'z': -0.8544068336486816}","{'x': -0.06698830151200315, 'y': -0.5594530298909219, 'z': 0.8241040977174677, 'w': 0.05811463612277536}",,"[0.03757794374264048, -1.1951282078773389, -0.8389609690831168]",0,1
arif_checked_process,sweater_whitesnow,316,1717783358811334827,1717783357474559441,"{'x': -0.16100414842367172, 'y': -1.1247531175613403, 'z': -0.9782348275184631}","{'x': 0.10727577678209828, 'y': 0.5831472591105471, 'z': -0.16594169316857763, 'w': 0.787968613826718}","{'x': 0.25575049966573715, 'y': -1.113862156867981, 'z': -1.0892083644866943}","{'x': -0.22561258926495512, 'y': -0.39486164950642955, 'z': 0.8853532048464104, 'w': 0.09660714250206474}","[-0.03987007635747916, -1.1428863874693183, -0.9734681612718205]","[0.22763426433754588, -1.2198174043153078, -1.0343634663707755]",1,1
arif_checked_process,sweater_whiteyel,44,1717783107609863970,1717783106519130027,"{'x': -0.0751597061753273, 'y': -0.4933750033378601, 'z': -0.8110007047653198}","{'x': 0.5633955489021566, 'y': 0.2878808018575533, 'z': 0.3672112193461491, 'w': 0.6818108387121784}","{'x': 0.22629442065954208, 'y': -0.5952925682067871, 'z': -0.8090459108352661}","{'x': -0.3564088371635333, 'y': -0.2888552189940318, 'z': 0.6057862318504147, 'w': 0.650044955793154}",,"[0.11302343229756866, -0.6116967835113557, -0.7651644236710525]",0,1
arif_checked_process,sweater_whiteyel,90,1717783110685498228,1717783109680001790,"{'x': -0.13176895305514336, 'y': -0.5914006233215332, 'z': -0.8119302093982697}","{'x': 0.30610656396002445, 'y': 0.4858157511349224, 'z': 0.23214811342702343, 'w': 0.7851045031599758}","{'x': 0.3378094621002674, 'y': -0.32878124713897705, 'z': -0.6648734509944916}","{'x': -0.1080637740285685, 'y': -0.8125557467703235, 'z': 0.5204521922441258, 'w': 0.23917544757250486}","[-0.01710649792130399, -0.5797331659465381, -0.7702002223256267]",,1,0
arif_checked_process,sweater_whiteyel,134,1717783113905166063,1717783112629446655,"{'x': -0.15325583890080452, 'y': -0.3566356301307678, 'z': -0.7626213878393173}","{'x': 0.5188492102001089, 'y': 0.41911243893222627, 'z': 0.0006298757153488249, 'w': 0.7450770858532608}","{'x': 0.3053896836936474, 'y': -0.5112625956535339, 'z': -0.6788874715566635}","{'x': -0.22274418817616887, 'y': -0.7700052253976233, 'z': 0.5108573375310664, 'w': 0.31064732444488374}",,"[0.2462039129251922, -0.594269271093034, -0.7469458022078438]",0,1
arif_checked_process,sweater_whiteyel,203,1717783118670152737,1717783117590103280,"{'x': -0.18380673974752426, 'y': -1.1291757822036743, 'z': -0.47555021941661835}","{'x': -0.036250361407879, 'y': 0.4031623179883371, 'z': -0.29277746949781835, 'w': 0.8662721339201228}","{'x': 0.4317963197827339, 'y': -1.0409290194511414, 'z': -0.530869647860527}","{'x': 0.41636183038370417, 'y': 0.5065469818515195, 'z': -0.7373063750595081, 'w': 0.16258010540424656}",,"[0.41799033537749936, -1.1608794880723357, -0.509744310652371]",0,1
arif_checked_process,sweater_whiteyel,259,1717783122691977092,1717783121614838091,"{'x': -0.19170169159770012, 'y': -1.1022495031356812, 'z': -0.5329787731170654}","{'x': 0.21664963267075338, 'y': 0.44773079283117834, 'z': -0.46668345777355696, 'w': 0.7313047408945936}","{'x': 0.2922721542418003, 'y': -1.11815345287323, 'z': -0.3191766142845154}","{'x': 0.3065272322033723, 'y': 0.486702954570235, 'z': -0.8179871616277075, 'w': 0.007635007700738227}","[-0.10844596223546574, -1.1872892160714392, -0.5036235222721782]",,1,0
arif_checked_process,sweater_whiteyel,303,1717783125846438027,1717783124836262084,"{'x': -0.29231756553053856, 'y': -1.1465237140655518, 'z': -0.8552386313676834}","{'x': 0.19328550411159218, 'y': 0.44756275202538043, 'z': -0.47315958115269446, 'w': 0.7337903703805347}","{'x': -0.03989526256918907, 'y': -1.1462749242782593, 'z': -0.6315706819295883}","{'x': -0.13722807156118275, 'y': -0.5068938014639196, 'z': 0.8510054025935198, 'w': 0.0041152362868744075}","[-0.20724532935372159, -1.2291675422811033, -0.8242917043836628]","[-0.034402291215776565, -1.2643262240996604, -0.5990327367549425]",1,1
arif_checked_process,sweater_whiteyel,364,1717783130002074275,1717783128995258380,"{'x': -0.20811273530125618, 'y': -1.152035117149353, 'z': -0.36897264420986176}","{'x': -0.15565402095479913, 'y': 0.6768066889520195, 'z': -0.07936661664740764, 'w': 0.7151261928585407}","{'x': 0.048708539456129074, 'y': -0.9521118402481079, 'z': -0.8841404318809509}","{'x': 0.09212366739031295, 'y': -0.5573065873106523, 'z': 0.8139132487347118, 'w': 0.13589636191164378}",,"[0.06720061463076078, -1.073131588246143, -0.8780360277144599]",0,1
arif_checked_process,sweater_whiteyel,421,1717783133829675873,1717783132816459396,"{'x': 0.2646527700126171, 'y': -1.1625343561172485, 'z': -0.6497452259063721}","{'x': 0.2421728560419638, 'y': 0.22370209932395216, 'z': -0.38748101526330764, 'w': 0.8609112273428958}","{'x': 0.4728573374450207, 'y': -1.1612590551376343, 'z': -0.7919361889362335}","{'x': 0.28287373822917355, 'y': 0.33613299071126024, 'z': -0.8958746887612071, 'w': 0.06637471516147568}","[0.32861996088458423, -1.2297154595643853, -0.5696209609701217]","[0.45390974668777523, -1.259931783337076, -0.7217244982132847]",1,1
arif_checked_process,sweater_whiteyel,468,1717783137110769211,1717783136036590731,"{'x': -0.2453538030385971, 'y': -1.1622074842453003, 'z': -0.28922727704048157}","{'x': -0.31225195815905554, 'y': 0.5688874324922848, 'z': -0.3026680535302723, 'w': 0.6980385756893152}","{'x': 0.17473988234996796, 'y': -1.0930471420288086, 'z': -0.8549708724021912}","{'x': -0.25582824401163057, 'y': -0.35246163994813084, 'z': 0.897969040851536, 'w': 0.06304207803659634}",,"[0.14464060305770204, -1.193247190187949, -0.7911039503298686]",0,1
arif_checked_process,sweater_whiteyel,508,1717783139798136110,1717783138784697286,"{'x': -0.056218959391117096, 'y': -1.1381680965423584, 'z': -1.046161264181137}","{'x': 0.14618040972309987, 'y': 0.5069888257350869, 'z': -0.2169967280066486, 'w': 0.8212831658005373}","{'x': 0.26866041868925095, 'y': -1.1532659530639648, 'z': -1.0305645763874054}","{'x': -0.4145902473346027, 'y': -0.2698188574110239, 'z': 0.8527761437762494, 'w': 0.16758746852480386}","[0.059145146246555494, -1.1714379075790293, -1.0214784198554898]","[0.19308184674441314, -1.2294408578421971, -0.9713171009575929]",1,1
arif_checked_process,towel_blue,44,1717599985519957452,1717599984447418854,"{'x': -0.08474338054656982, 'y': -0.6030352711677551, 'z': -0.7167724519968033}","{'x': -0.19548951710281665, 'y': 0.7173537759697192, 'z': -0.5549856311531814, 'w': 0.37306615769645773}","{'x': 0.22801892459392548, 'y': -0.7258272171020508, 'z': -0.6130901128053665}","{'x': -0.27799413205976053, 'y': -0.7516940525178815, 'z': 0.5439112668023851, 'w': 0.24866814793014727}",,"[0.17632562025179557, -0.8170047389339579, -0.6766468732544646]",0,1
arif_checked_process,towel_blue,103,1717599989976085046,1717599988631797560,"{'x': -0.08725164830684662, 'y': -0.9915409684181213, 'z': -0.7969904243946075}","{'x': -0.6799733352889596, 'y': 0.034690661458122656, 'z': -0.34306341387678596, 'w': 0.6471014722304463}","{'x': 0.23894096910953522, 'y': -0.3374795913696289, 'z': -0.5801942646503448}","{'x': 0.06041851588959825, 'y': -0.9323069910391869, 'z': 0.34354372771512176, 'w': 0.09555618527732272}","[0.006335222667813473, -0.9126140274680994, -0.8030761103414892]",,1,0
arif_checked_process,towel_blue,191,1717599996409447445,1717599995207231422,"{'x': -0.25881369784474373, 'y': -1.1466478109359741, 'z': -0.8599330335855484}","{'x': -0.11640420438261989, 'y': 0.5362149090611836, 'z': -0.8360011531089514, 'w': 0.005069960853831833}","{'x': 0.23497770354151726, 'y': -1.0681617259979248, 'z': -0.43554483354091644}","{'x': -0.3277363973743844, 'y': -0.4405828915759684, 'z': 0.8203705903329579, 'w': 0.15958591417594534}","[-0.2684824031831041, -1.2663618597549458, -0.8354368573033436]",,1,0
arif_checked_process,towel_blue,238,1717599999644620603,1717599998628565688,"{'x': -0.30421652272343636, 'y': -1.1262282133102417, 'z': -0.8876932859420776}","{'x': -0.13252412117618284, 'y': 0.5034508384533564, 'z': -0.847969375295217, 'w': 0.09961199289509476}","{'x': 0.44015512987971306, 'y': -1.1324670314788818, 'z': -0.8614253997802734}","{'x': -0.048492575681843376, 'y': -0.5618641690301878, 'z': 0.8257990011438406, 'w': 0.0036242755955330865}","[-0.294121487200847, -1.2446496107830496, -0.8577022393050406]","[0.4617897106518399, -1.2520156699186018, -0.845144491881036]",1,1
arif_checked_process,towel_blue,278,1717600002510640276,1717600001363516365,"{'x': -0.3435944467782974, 'y': -1.1240105628967285, 'z': -0.4870608299970627}","{'x': -0.4473652458022874, 'y': 0.3416091185268997, 'z': -0.8258904322658569, 'w': 0.03274966991054372}","{'x': 0.4362378567457199, 'y': -1.153082251548767, 'z': -0.540464386343956}","{'x': 0.6078522604830512, 'y': 0.3911785471320317, 'z': -0.6259038781802932, 'w': 0.29281275410778534}",,"[0.40302706564679214, -1.2692772459760122, -0.5199517896132674]",0,1
arif_checked_process,towel_blue,313,1717600004989213089,1717600003921647363,"{'x': -0.30189886689186096, 'y': -1.1460185050964355, 'z': -0.5705419182777405}","{'x': -0.7146320224887834, 'y': 0.3563169927725311, 'z': -0.5886045047176454, 'w': 0.12603178218697977}","{'x': 0.26746153831481934, 'y': -1.0720559358596802, 'z': -0.42002928256988525}","{'x': -0.4728059177041353, 'y': -0.43448499635031973, 'z': 0.7663647304063674, 'w': 0.019038175321938074}","[-0.2040561846849096, -1.2146994521241328, -0.5976479518114055]",,1,0
arif_checked_process,towel_pink,52,1717600069355467508,1717600068346561454,"{'x': -0.15084733814001083, 'y': -0.6389182806015015, 'z': -0.693698838353157}","{'x': -0.17162414146939317, 'y': 0.6311489096277639, 'z': -0.5529333875148975, 'w': 0.5161984859643416}","{'x': 0.23595798760652542, 'y': -0.6011228561401367, 'z': -0.6881428509950638}","{'x': 0.11265080645817958, 'y': -0.7003410080037783, 'z': 0.6465304529704742, 'w': 0.2807679499059088}",,"[0.21636733591351223, -0.7145389497963518, -0.7303091416311595]",0,1
arif_checked_process,towel_pink,134,1717600075258325012,1717600074189328015,"{'x': -0.1110960990190506, 'y': -1.139855146408081, 'z': -1.1244132965803146}","{'x': -0.13043499926923988, 'y': 0.5600728745705947, 'z': -0.7811688619441659, 'w': 0.2430643850191157}","{'x': 0.2511962801218033, 'y': -1.1384388208389282, 'z': -1.107669159770012}","{'x': -0.01169392817986924, 'y': -0.6479407556436751, 'z': 0.7609769877502153, 'w': 0.030822935198260158}","[-0.07477533890390013, -1.2566007762879097, -1.1156805828772463]","[0.27353820112329924, -1.258376874846313, -1.119530937330081]",1,1
arif_checked_process,towel_pink,211,1717600080986582486,1717600079983357306,"{'x': -0.09142288193106651, 'y': -1.1445457935333252, 'z': -0.8335135281085968}","{'x': -0.01728836288450113, 'y': 0.3896754358255048, 'z': -0.9069694754291343, 'w': 0.15893564063097274}","{'x': 0.3244613744318485, 'y': -1.1064671277999878, 'z': -0.8458247482776642}","{'x': -0.09095843896642736, 'y': 0.46470478128342196, 'z': -0.8807602465014869, 'w': 0.0061169286212732175}","[-0.09379347449080906, -1.253628019416705, -0.777652555263121]","[0.37082952964380556, -1.2146580042534547, -0.8116234554004862]",1,1
arif_checked_process,towel_pink,265,1717600084819523425,1717600083737397643,"{'x': -0.26540475711226463, 'y': -1.150976300239563, 'z': -0.4539857506752014}","{'x': -0.3748036903896854, 'y': 0.12525520498916135, 'z': -0.9005866840585308, 'w': 0.18104406035508583}","{'x': 0.2706460691988468, 'y': -1.1675933599472046, 'z': -0.47893625497817993}","{'x': 0.544123129142351, 'y': 0.32572792586499044, 'z': -0.7526052842357394, 'w': 0.17724735480246132}",,"[0.2187265049032414, -1.2705382267225975, -0.4373223961334259]",0,1
arif_checked_process,towel_red,50,1717599867298681334,1717599866292474833,"{'x': -0.123142559081316, 'y': -0.5478596687316895, 'z': -0.7203913778066635}","{'x': 0.20539142654918396, 'y': 0.4600653843630574, 'z': -0.7493813590837007, 'w': 0.42962982050694404}","{'x': 0.1977333389222622, 'y': -0.8472383618354797, 'z': -0.6843340843915939}","{'x': -0.18350652387940344, 'y': -0.5627018496826462, 'z': 0.6478652511613375, 'w': 0.47954415896253333}",,"[0.11006245839558455, -0.932886734466511, -0.686115368572466]",0,1
arif_checked_process,towel_red,110,1717599871926061103,1717599870919129381,"{'x': -0.26217932254076004, 'y': -0.48759329319000244, 'z': -0.7638963162899017}","{'x': -0.29149124782560376, 'y': 0.5545064838981, 'z': -0.3339678498134009, 'w': 0.7042875031171946}","{'x': 0.35446520894765854, 'y': -0.6080552935600281, 'z': -0.653283566236496}","{'x': -0.2052653593294083, 'y': -0.7377279317328646, 'z': 0.5628494660619552, 'w': 0.3111657268310422}","[-0.1406929454705372, -0.4885695335805863, -0.7801784273646805]",,1,0
arif_checked_process,towel_red,156,1717599875145366914,1717599874142839776,"{'x': -0.32798102870583534, 'y': -0.5094525814056396, 'z': -0.7517562359571457}","{'x': -0.3419182153303804, 'y': 0.5609734536977266, 'z': -0.36441986529162457, 'w': 0.6599991515544293}","{'x': 0.3566058538854122, 'y': -0.7698152661323547, 'z': -0.6948165148496628}","{'x': -0.35778374931234824, 'y': -0.5628195126714572, 'z': 0.5502642071441886, 'w': 0.50242839014156}",,"[0.24895322156445496, -0.8242193283146927, -0.7166364317245982]",0,1
arif_checked_process,towel_red,218,1717599879439874843,1717599878430775532,"{'x': -0.32018158212304115, 'y': -1.1202951669692993, 'z': -0.6869583129882812}","{'x': -0.5581064933440381, 'y': 0.42249127251312546, 'z': -0.6851006737616573, 'w': 0.20163167793971326}","{'x': 0.43977826461195946, 'y': -1.153733491897583, 'z': -0.7423590421676636}","{'x': 0.6583490917325717, 'y': 0.36034510123396757, 'z': -0.6604386070038583, 'w': 0.023424939922715767}",,"[0.36083978385099186, -1.2474991298978946, -0.7436710580002193]",0,1
arif_checked_process,towel_red,263,1717599882660292543,1717599881587698072,"{'x': -0.30372529849410057, 'y': -1.1261235475540161, 'z': -0.6146130263805389}","{'x': -0.49784129144512757, 'y': 0.4390839318647967, 'z': -0.7188282151787577, 'w': 0.2065074971358658}","{'x': 0.2994556464254856, 'y': -1.0975064039230347, 'z': -0.7748779356479645}","{'x': 0.13240299484108597, 'y': -0.5751791791482944, 'z': 0.806607054041825, 'w': 0.03199092373430398}",,"[0.34255607061561716, -1.2122552868053116, -0.7750954486365985]",0,1
arif_checked_process,towel_red,295,1717599884874466229,1717599883863309512,"{'x': -0.3076893910765648, 'y': -1.1577842235565186, 'z': -0.8000887185335159}","{'x': -0.6995935580980553, 'y': 0.3269185354423851, 'z': -0.6117555111524583, 'w': 0.17160512587479249}","{'x': 0.1815228834748268, 'y': -0.9699214100837708, 'z': -0.465606227517128}","{'x': -0.27766948027638283, 'y': -0.5850403115706894, 'z': 0.7412657158353171, 'w': 0.1765010823974434}","[-0.2026417507598961, -1.2180124959347527, -0.8191294241463087]",,1,0
arif_checked_process,towel_red,359,1717599889499912099,1717599888426948827,"{'x': -0.26535071805119514, 'y': -1.1431125402450562, 'z': -0.887916773557663}","{'x': -0.14221374772490059, 'y': 0.4259268135638978, 'z': -0.8894415907013502, 'w': 0.08517779156561217}","{'x': 0.37496862933039665, 'y': -1.1452010869979858, 'z': -0.8431819975376129}","{'x': 0.08133117215680417, 'y': 0.486811156708508, 'z': -0.863769539875658, 'w': 0.10150034543152457}","[-0.25535346106845475, -1.2543188259858398, -0.8373379552187554]","[0.40679637989436546, -1.256091034480364, -0.8017644427885311]",1,1
arif_checked_process,towel_red,408,1717599892996961229,1717599891920918515,"{'x': -0.30921414121985435, 'y': -1.1424003839492798, 'z': -0.5630739480257034}","{'x': 0.5088560495924171, 'y': -0.4288841844660426, 'z': 0.7429485961113996, 'w': 0.07177228325891175}","{'x': 0.4087423123419285, 'y': -1.1546087265014648, 'z': -0.5248888283967972}","{'x': 0.6462292037962094, 'y': 0.34507236481087156, 'z': -0.6455088599538457, 'w': 0.21594256395124276}",,"[0.3538259314829215, -1.2630105407011427, -0.5088190495692269]",0,1
arif_checked_process,towel_red,450,1717599895880395250,1717599894869141780,"{'x': -0.2853510230779648, 'y': -1.1567409038543701, 'z': -0.5735155194997787}","{'x': 0.5960428957413694, 'y': -0.4196919676812033, 'z': 0.6804920154233786, 'w': 0.07431107350288474}","{'x': 0.24001780152320862, 'y': -0.9863391518592834, 'z': -0.43102695047855377}","{'x': -0.4676288707861526, 'y': -0.49488009281722445, 'z': 0.7276572726690779, 'w': 0.0832575910790266}","[-0.22563164312930367, -1.2636908869526442, -0.5690103254055895]",,1,0
arif_checked_process,napkin_brown30,53,1717600161235860695,1717600160224980242,"{'x': -0.03688330203294754, 'y': -0.6639391183853149, 'z': -0.6751155257225037}","{'x': 0.0639660376517426, 'y': 0.1719755290548031, 'z': -0.7374643089863555, 'w': 0.6499839662674255}","{'x': 0.1296428143978119, 'y': -0.8679642677307129, 'z': -0.5678040385246277}","{'x': -0.2823682910954723, 'y': -0.6711648858929457, 'z': 0.5658114039200727, 'w': 0.3868634117128787}",,"[0.04765078497478761, -0.9486795770029399, -0.6100810530855291]",0,1
arif_checked_process,napkin_brown30,127,1717600166596033877,1717600165459515432,"{'x': -0.25082648172974586, 'y': -1.1508275270462036, 'z': -0.3388971537351608}","{'x': -0.640672202232152, 'y': 0.08117678075804421, 'z': -0.7399411715380894, 'w': 0.18824590889473478}","{'x': -0.036319393664598465, 'y': -1.1467382907867432, 'z': -0.8390530645847321}","{'x': 0.25281305459224573, 'y': -0.5545863945919738, 'z': 0.7507436016459866, 'w': 0.2547617219066197}",,"[-0.02277912537037384, -1.2680279912525325, -0.8504753977719363]",0,1
arif_checked_process,napkin_brown30,187,1717600170893007491,1717600169821708399,"{'x': 0.06005663424730301, 'y': -1.0338894724845886, 'z': -0.6918721497058868}","{'x': -0.02015306551121967, 'y': 0.21905251429894823, 'z': -0.8290512105616711, 'w': 0.5140855378203488}","{'x': 0.26118140667676926, 'y': -1.0796529054641724, 'z': -0.33914148807525635}","{'x': -0.4835278308971628, 'y': -0.5353605792216283, 'z': 0.6848645931390708, 'w': 0.10271502337936012}","[0.1009888790755662, -1.1103768959654143, -0.6052740816986619]",,1,0
arif_checked_process,napkin_brown45,67,1717601033516624058,1717601032375213389,"{'x': -0.004631463438272476, 'y': -0.35645973682403564, 'z': -0.8350780606269836}","{'x': -0.11534808093228599, 'y': 0.5540711309489037, 'z': -0.8186925651337691, 'w': 0.09717245427038887}","{'x': 0.032714370638132095, 'y': -0.5085229873657227, 'z': -0.6573810279369354}","{'x': 0.26735990215760297, 'y': -0.8736033021243972, 'z': 0.36416890795445, 'w': 0.18087830084034273}",,"[0.02454637423975898, -0.5650019476355037, -0.7658633347048165]",0,1
arif_checked_process,napkin_brown45,145,1717601039282768594,1717601038210558267,"{'x': -0.18197054043412209, 'y': -0.6093705892562866, 'z': -0.6961783319711685}","{'x': -0.20148038355796077, 'y': 0.6951115175762491, 'z': -0.5412465181222195, 'w': 0.42810961189250935}","{'x': 0.24178486689925194, 'y': -0.3208378553390503, 'z': -0.714301124215126}","{'x': -0.08102457797132714, 'y': -0.8085909166148204, 'z': 0.4410753866812902, 'w': 0.380878262173786}","[-0.09951258929191857, -0.6883822978266139, -0.7407073809417862]",,1,0
